customer_id,company_name,industry,company_segment,region,acquisition_channel,sales_owner,signup_date,first_contract_date,initial_product_id,current_product_id,lifecycle_status
C0211,Westlake Systems 211,Healthcare,Large Enterprise,South,Partner,Meera Iyer,2023-11-16,2023-11-01,P002,P002,Active
C0212,Quantara Industries 212,Manufacturing,Large Enterprise,East,Events,Arjun Nair,2023-11-05,2023-11-01,P002,P002,Active
C0213,Riverbend Services 213,Retail,Large Enterprise,West,Partner,Vikram Shah,2023-11-13,2023-11-01,P002,P002,Active
C0214,DigiCore Solutions 214,Financial Services,Mid-Market,South,Inbound,Neha Kapoor,2023-12-15,2023-12-01,P001,P001,Active
C0215,Meridian Consulting 215,Manufacturing,Large Enterprise,East,Partner,Meera Iyer,2023-12-12,2023-12-01,P002,P002,Active
C0216,Jupiter Systems 216,Manufacturing,Mid-Market,Central,Outbound,Arjun Nair,2023-12-13,2023-12-01,P001,P002,Active
C0217,Cobalt Services 217,Professional Services,Mid-Market,West,Outbound,Arjun Nair,2023-12-03,2023-12-01,P001,P001,Active
C0218,Cobalt Digital 218,Retail,Mid-Market,South,Referral,Aditi Rao,2023-12-15,2023-12-01,P001,P001,Active
C0219,Everstone Systems 219,Manufacturing,Mid-Market,South,Inbound,Aditi Rao,2023-12-12,2023-12-01,P001,P002,Active
C0220,Lumina Solutions 220,Manufacturing,Large Enterprise,West,Outbound,Neha Kapoor,2023-12-18,2023-12-01,P002,P002,Active
C0221,SkyGrid Systems 221,IT Services,Mid-Market,West,Outbound,Rahul Mehta,2023-12-08,2023-12-01,P001,P002,Active
C0222,BluePeak Systems 222,IT Services,Mid-Market,North,Inbound,Sara Khan,2023-12-02,2023-12-01,P001,P001,Active
C0223,HexaWorks Solutions 223,Healthcare,Large Enterprise,North,Inbound,Sara Khan,2023-12-16,2023-12-01,P002,P002,Active
C0224,Aarav Industries 224,Healthcare,Mid-Market,East,Outbound,Rahul Mehta,2024-01-18,2024-01-01,P001,P001,Active
C0225,SkyGrid Networks 225,Professional Services,Mid-Market,West,Inbound,Aditi Rao,2024-01-12,2024-01-01,P001,P001,Active
C0226,BluePeak Industries 226,IT Services,Large Enterprise,West,Partner,Meera Iyer,2024-01-02,2024-01-01,P002,P002,Active
C0227,Westlake Consulting 227,Financial Services,Large Enterprise,East,Outbound,Neha Kapoor,2024-01-01,2024-01-01,P002,P002,Churned
C0228,Quantara Labs 228,Manufacturing,Mid-Market,North,Partner,Vikram Shah,2024-01-03,2024-01-01,P001,P001,Active
C0229,Zenith Technologies 229,Healthcare,Mid-Market,North,Inbound,Neha Kapoor,2024-01-10,2024-01-01,P001,P001,Active
C0230,Greenline Digital 230,Manufacturing,Large Enterprise,South,Inbound,Sara Khan,2024-01-16,2024-01-01,P002,P002,Active
C0231,UrbanStack Networks 231,Retail,Large Enterprise,North,Outbound,Rahul Mehta,2024-01-19,2024-01-01,P002,P002,Active
C0232,DigiCore Systems 232,Retail,Mid-Market,South,Partner,Meera Iyer,2024-01-13,2024-01-01,P001,P001,Active
C0233,Indus Networks 233,Healthcare,Mid-Market,East,Inbound,Aditi Rao,2024-02-06,2024-02-01,P001,P002,Churned
C0234,Jupiter Technologies 234,Manufacturing,Large Enterprise,South,Inbound,Sara Khan,2024-02-08,2024-02-01,P002,P002,Active
C0235,Riverbend Industries 235,Healthcare,Mid-Market,North,Referral,Sara Khan,2024-02-20,2024-02-01,P001,P002,Active
C0236,Nexora Solutions 236,Retail,Large Enterprise,West,Outbound,Rahul Mehta,2024-02-18,2024-02-01,P002,P002,Active
C0237,UrbanStack Enterprises 237,Manufacturing,Large Enterprise,West,Outbound,Arjun Nair,2024-02-12,2024-02-01,P002,P002,Active
C0238,Indus Technologies 238,Financial Services,Large Enterprise,West,Partner,Vikram Shah,2024-02-18,2024-02-01,P002,P002,Active
C0239,HexaWorks Enterprises 239,Retail,Mid-Market,North,Outbound,Rahul Mehta,2024-02-04,2024-02-01,P001,P002,Active
C0240,Orbit Consulting 240,Manufacturing,Large Enterprise,South,Referral,Meera Iyer,2024-02-03,2024-02-01,P002,P002,Active
C0241,TrueNorth Enterprises 241,Retail,Mid-Market,South,Referral,Meera Iyer,2024-02-19,2024-02-01,P001,P001,Active
C0242,Indus Digital 242,Manufacturing,Large Enterprise,East,Referral,Meera Iyer,2024-02-19,2024-02-01,P002,P002,Active
C0243,PrimeArc Labs 243,Professional Services,Large Enterprise,South,Partner,Meera Iyer,2024-02-20,2024-02-01,P002,P002,Active
C0244,PrimeArc Technologies 244,Financial Services,Large Enterprise,West,Partner,Aditi Rao,2024-03-20,2024-03-01,P002,P002,Active
C0245,UrbanStack Solutions 245,Financial Services,Mid-Market,South,Referral,Meera Iyer,2024-03-16,2024-03-01,P001,P001,Active
C0246,KiteBridge Services 246,Healthcare,Mid-Market,North,Referral,Aditi Rao,2024-03-02,2024-03-01,P001,P001,Active
C0247,TrueNorth Services 247,Manufacturing,Large Enterprise,West,Referral,Meera Iyer,2024-03-11,2024-03-01,P002,P002,Active
C0248,Meridian Technologies 248,Healthcare,Large Enterprise,South,Inbound,Neha Kapoor,2024-03-02,2024-03-01,P002,P002,Active
C0249,Orbit Digital 249,Professional Services,Mid-Market,West,Inbound,Aditi Rao,2024-03-16,2024-03-01,P001,P001,Active
C0250,Greenline Enterprises 250,IT Services,Large Enterprise,South,Partner,Vikram Shah,2024-03-19,2024-03-01,P002,P002,Active
C0251,DigiCore Technologies 251,IT Services,Large Enterprise,East,Inbound,Aditi Rao,2024-03-02,2024-03-01,P002,P002,Active
C0252,Meridian Solutions 252,Professional Services,Large Enterprise,South,Events,Meera Iyer,2024-03-07,2024-03-01,P002,P002,Active
C0253,Riverbend Technologies 253,Healthcare,Large Enterprise,West,Outbound,Neha Kapoor,2024-03-10,2024-03-01,P002,P002,Active
C0254,Orbit Labs 254,Financial Services,Mid-Market,West,Partner,Meera Iyer,2024-03-18,2024-03-01,P001,P001,Churned
C0255,DigiCore Services 255,IT Services,Mid-Market,South,Outbound,Rahul Mehta,2024-03-17,2024-03-01,P001,P001,Churned
C0256,UrbanStack Solutions 256,Manufacturing,Mid-Market,East,Outbound,Arjun Nair,2024-03-12,2024-03-01,P001,P001,Active
C0257,BluePeak Solutions 257,Professional Services,Large Enterprise,Central,Partner,Meera Iyer,2024-04-11,2024-04-01,P002,P002,Active
C0258,Aarav Systems 258,Manufacturing,Large Enterprise,East,Events,Meera Iyer,2024-04-03,2024-04-01,P002,P002,Active
C0259,Aarav Industries 259,IT Services,Mid-Market,West,Partner,Vikram Shah,2024-04-12,2024-04-01,P001,P001,Active
C0260,Westlake Labs 260,Financial Services,Mid-Market,East,Outbound,Rahul Mehta,2024-04-15,2024-04-01,P001,P001,Active
C0261,BluePeak Enterprises 261,IT Services,Large Enterprise,West,Outbound,Neha Kapoor,2024-04-03,2024-04-01,P002,P002,Active
C0262,Everstone Labs 262,Retail,Mid-Market,South,Inbound,Sara Khan,2024-04-03,2024-04-01,P001,P001,Active
C0263,BluePeak Services 263,Financial Services,Mid-Market,Central,Referral,Meera Iyer,2024-04-03,2024-04-01,P001,P001,Active
C0264,Vertex Digital 264,Professional Services,Mid-Market,North,Outbound,Neha Kapoor,2024-04-13,2024-04-01,P001,P002,Active
C0265,Quantara Networks 265,Financial Services,Mid-Market,East,Inbound,Sara Khan,2024-04-15,2024-04-01,P001,P001,Active
C0266,Orbit Systems 266,Manufacturing,Large Enterprise,South,Events,Vikram Shah,2024-04-05,2024-04-01,P002,P002,Active
C0267,Meridian Consulting 267,Manufacturing,Mid-Market,East,Inbound,Neha Kapoor,2024-04-20,2024-04-01,P001,P001,Active
C0268,Nexora Enterprises 268,Financial Services,Large Enterprise,North,Inbound,Neha Kapoor,2024-05-14,2024-05-01,P002,P002,Active
C0269,BluePeak Solutions 269,Financial Services,Mid-Market,West,Partner,Aditi Rao,2024-05-09,2024-05-01,P001,P002,Active
C0270,Jupiter Solutions 270,IT Services,Large Enterprise,North,Events,Meera Iyer,2024-05-20,2024-05-01,P002,P002,Active
C0271,Orbit Systems 271,Healthcare,Mid-Market,Central,Inbound,Sara Khan,2024-05-12,2024-05-01,P001,P001,Churned
C0272,UrbanStack Solutions 272,IT Services,Large Enterprise,North,Events,Meera Iyer,2024-05-02,2024-05-01,P002,P002,Active
C0273,Riverbend Systems 273,IT Services,Large Enterprise,East,Partner,Meera Iyer,2024-05-20,2024-05-01,P002,P002,Churned
C0274,Everstone Technologies 274,Manufacturing,Large Enterprise,South,Partner,Vikram Shah,2024-05-07,2024-05-01,P002,P002,Active
C0275,Riverbend Digital 275,IT Services,Large Enterprise,West,Referral,Meera Iyer,2024-05-12,2024-05-01,P002,P002,Active
C0276,FinAxis Consulting 276,IT Services,Large Enterprise,South,Outbound,Rahul Mehta,2024-05-05,2024-05-01,P002,P002,Active
C0277,KiteBridge Services 277,IT Services,Mid-Market,South,Outbound,Arjun Nair,2024-05-16,2024-05-01,P001,P001,Active
C0278,Greenline Consulting 278,Healthcare,Mid-Market,South,Outbound,Rahul Mehta,2024-05-08,2024-05-01,P001,P001,Churned
C0279,Everstone Enterprises 279,IT Services,Mid-Market,West,Inbound,Aditi Rao,2024-05-03,2024-05-01,P001,P001,Active
C0280,FinAxis Networks 280,Retail,Mid-Market,West,Outbound,Rahul Mehta,2024-06-12,2024-06-01,P001,P001,Churned
C0281,FinAxis Digital 281,Retail,Large Enterprise,West,Events,Vikram Shah,2024-06-16,2024-06-01,P002,P002,Active
C0282,KiteBridge Services 282,Manufacturing,Large Enterprise,West,Events,Meera Iyer,2024-06-06,2024-06-01,P002,P002,Active
C0283,Cobalt Technologies 283,Manufacturing,Mid-Market,South,Inbound,Sara Khan,2024-06-02,2024-06-01,P001,P001,Active
C0284,BluePeak Labs 284,Financial Services,Large Enterprise,North,Events,Vikram Shah,2024-06-20,2024-06-01,P002,P002,Active
C0285,HexaWorks Systems 285,Healthcare,Mid-Market,Central,Partner,Vikram Shah,2024-06-20,2024-06-01,P001,P001,Active
C0286,DigiCore Services 286,IT Services,Mid-Market,West,Inbound,Sara Khan,2024-06-18,2024-06-01,P001,P001,Churned
C0287,Indus Solutions 287,Healthcare,Large Enterprise,West,Outbound,Neha Kapoor,2024-06-06,2024-06-01,P002,P002,Active
C0288,Jupiter Systems 288,Professional Services,Mid-Market,South,Partner,Aditi Rao,2024-06-19,2024-06-01,P001,P002,Active
C0289,FinAxis Services 289,Retail,Large Enterprise,East,Inbound,Sara Khan,2024-06-03,2024-06-01,P002,P002,Active
C0290,SkyGrid Systems 290,Retail,Mid-Market,North,Referral,Meera Iyer,2024-06-17,2024-06-01,P001,P002,Active
C0291,Meridian Enterprises 291,Manufacturing,Large Enterprise,West,Events,Arjun Nair,2024-06-14,2024-06-01,P002,P002,Churned
C0292,DigiCore Digital 292,Retail,Large Enterprise,West,Outbound,Rahul Mehta,2024-06-14,2024-06-01,P002,P002,Active
C0293,UrbanStack Digital 293,Healthcare,Large Enterprise,West,Referral,Meera Iyer,2024-07-11,2024-07-01,P002,P002,Active
C0294,Orbit Systems 294,Professional Services,Mid-Market,Central,Inbound,Sara Khan,2024-07-09,2024-07-01,P001,P001,Active
C0295,Nexora Solutions 295,Professional Services,Mid-Market,East,Outbound,Rahul Mehta,2024-07-16,2024-07-01,P001,P002,Active
C0296,KiteBridge Industries 296,IT Services,Large Enterprise,North,Outbound,Rahul Mehta,2024-07-06,2024-07-01,P002,P002,Active
C0297,Zenith Solutions 297,Financial Services,Mid-Market,South,Referral,Sara Khan,2024-07-20,2024-07-01,P001,P001,Active
C0298,Zenith Solutions 298,Healthcare,Mid-Market,West,Outbound,Rahul Mehta,2024-07-05,2024-07-01,P001,P001,Active
C0299,FinAxis Technologies 299,Professional Services,Large Enterprise,East,Inbound,Sara Khan,2024-07-04,2024-07-01,P002,P002,Active
C0300,DigiCore Systems 300,IT Services,Mid-Market,West,Partner,Vikram Shah,2024-07-11,2024-07-01,P001,P002,Active
C0301,Nexora Enterprises 301,Financial Services,Large Enterprise,West,Outbound,Rahul Mehta,2024-07-10,2024-07-01,P002,P002,Active
C0302,Aarav Solutions 302,Healthcare,Large Enterprise,West,Partner,Vikram Shah,2024-07-08,2024-07-01,P002,P002,Active
C0303,UrbanStack Solutions 303,IT Services,Large Enterprise,East,Events,Vikram Shah,2024-07-03,2024-07-01,P002,P002,Active
C0304,FinAxis Digital 304,IT Services,Large Enterprise,East,Inbound,Aditi Rao,2024-07-14,2024-07-01,P002,P002,Active
C0305,PrimeArc Consulting 305,Healthcare,Mid-Market,North,Referral,Aditi Rao,2024-08-12,2024-08-01,P001,P001,Active
C0306,KiteBridge Solutions 306,Professional Services,Mid-Market,South,Inbound,Aditi Rao,2024-08-02,2024-08-01,P001,P001,Active
C0307,FinAxis Industries 307,Professional Services,Large Enterprise,West,Events,Arjun Nair,2024-08-18,2024-08-01,P002,P002,Active
C0308,Greenline Enterprises 308,IT Services,Mid-Market,East,Events,Meera Iyer,2024-08-01,2024-08-01,P001,P002,Active
C0309,DigiCore Technologies 309,IT Services,Large Enterprise,North,Outbound,Neha Kapoor,2024-08-19,2024-08-01,P002,P002,Active
C0310,TrueNorth Labs 310,Professional Services,Large Enterprise,West,Outbound,Neha Kapoor,2024-08-14,2024-08-01,P002,P002,Active
C0311,UrbanStack Services 311,Financial Services,Mid-Market,South,Outbound,Arjun Nair,2024-08-04,2024-08-01,P001,P001,Active
C0312,FinAxis Enterprises 312,Manufacturing,Mid-Market,East,Outbound,Rahul Mehta,2024-08-07,2024-08-01,P001,P001,Active
C0313,Meridian Digital 313,Healthcare,Mid-Market,North,Partner,Vikram Shah,2024-08-17,2024-08-01,P001,P001,Active
C0314,Quantara Labs 314,Professional Services,Large Enterprise,West,Inbound,Sara Khan,2024-08-13,2024-08-01,P002,P002,Active
C0315,UrbanStack Services 315,Healthcare,Mid-Market,South,Outbound,Neha Kapoor,2024-08-05,2024-08-01,P001,P001,Active
C0316,BluePeak Digital 316,Professional Services,Large Enterprise,North,Events,Arjun Nair,2024-08-16,2024-08-01,P002,P002,Active
C0317,Orbit Services 317,Healthcare,Large Enterprise,West,Outbound,Neha Kapoor,2024-09-09,2024-09-01,P002,P002,Active
C0318,Quantara Industries 318,Healthcare,Large Enterprise,South,Partner,Aditi Rao,2024-09-05,2024-09-01,P002,P002,Active
C0319,Vertex Digital 319,IT Services,Large Enterprise,West,Outbound,Neha Kapoor,2024-09-03,2024-09-01,P002,P002,Active
C0320,FinAxis Consulting 320,Manufacturing,Large Enterprise,South,Outbound,Arjun Nair,2024-09-08,2024-09-01,P002,P002,Active
C0321,Zenith Networks 321,Financial Services,Large Enterprise,South,Outbound,Rahul Mehta,2024-09-03,2024-09-01,P002,P002,Active
C0322,Orbit Enterprises 322,IT Services,Mid-Market,West,Outbound,Neha Kapoor,2024-09-01,2024-09-01,P001,P002,Active
C0323,Everstone Industries 323,IT Services,Mid-Market,West,Outbound,Neha Kapoor,2024-09-01,2024-09-01,P001,P001,Active
C0324,FinAxis Services 324,Healthcare,Mid-Market,South,Outbound,Arjun Nair,2024-09-17,2024-09-01,P001,P001,Active
C0325,Orbit Technologies 325,IT Services,Mid-Market,North,Partner,Vikram Shah,2024-09-02,2024-09-01,P001,P001,Active
C0326,Meridian Enterprises 326,IT Services,Mid-Market,South,Inbound,Sara Khan,2024-09-16,2024-09-01,P001,P001,Active
C0327,Nexora Technologies 327,IT Services,Large Enterprise,West,Referral,Sara Khan,2024-09-19,2024-09-01,P002,P002,Active
C0328,Riverbend Networks 328,Manufacturing,Large Enterprise,West,Events,Meera Iyer,2024-09-07,2024-09-01,P002,P002,Churned
C0329,HexaWorks Labs 329,Manufacturing,Large Enterprise,South,Inbound,Aditi Rao,2024-09-02,2024-09-01,P002,P002,Active
C0330,HexaWorks Consulting 330,Healthcare,Large Enterprise,North,Partner,Meera Iyer,2024-09-12,2024-09-01,P002,P002,Active
C0331,FinAxis Digital 331,Manufacturing,Mid-Market,West,Events,Meera Iyer,2024-10-14,2024-10-01,P001,P001,Active
C0332,Aarav Technologies 332,Retail,Mid-Market,West,Outbound,Neha Kapoor,2024-10-17,2024-10-01,P001,P001,Active
C0333,KiteBridge Services 333,Manufacturing,Mid-Market,West,Inbound,Neha Kapoor,2024-10-04,2024-10-01,P001,P001,Active
C0334,UrbanStack Enterprises 334,IT Services,Large Enterprise,West,Events,Arjun Nair,2024-10-10,2024-10-01,P002,P002,Active
C0335,Vertex Systems 335,IT Services,Large Enterprise,West,Events,Vikram Shah,2024-10-01,2024-10-01,P002,P002,Active
C0336,UrbanStack Enterprises 336,Manufacturing,Mid-Market,North,Outbound,Rahul Mehta,2024-10-17,2024-10-01,P001,P001,Active
C0337,Quantara Networks 337,Healthcare,Mid-Market,West,Partner,Aditi Rao,2024-10-14,2024-10-01,P001,P001,Active
C0338,PrimeArc Networks 338,IT Services,Mid-Market,North,Events,Arjun Nair,2024-10-07,2024-10-01,P001,P002,Active
C0339,Westlake Solutions 339,IT Services,Mid-Market,South,Referral,Sara Khan,2024-10-17,2024-10-01,P001,P001,Active
C0340,Orbit Consulting 340,Financial Services,Mid-Market,South,Partner,Meera Iyer,2024-10-02,2024-10-01,P001,P001,Active
C0341,UrbanStack Labs 341,Financial Services,Large Enterprise,North,Partner,Meera Iyer,2024-10-14,2024-10-01,P002,P002,Active
C0342,PrimeArc Consulting 342,IT Services,Mid-Market,Central,Outbound,Neha Kapoor,2024-10-20,2024-10-01,P001,P001,Churned
C0343,Riverbend Technologies 343,IT Services,Mid-Market,West,Outbound,Neha Kapoor,2024-10-19,2024-10-01,P001,P001,Active
C0344,Vertex Services 344,IT Services,Mid-Market,West,Outbound,Arjun Nair,2024-11-05,2024-11-01,P001,P002,Active
C0345,UrbanStack Networks 345,Financial Services,Large Enterprise,West,Events,Arjun Nair,2024-11-08,2024-11-01,P002,P002,Active
C0346,Quantara Industries 346,Retail,Large Enterprise,North,Inbound,Aditi Rao,2024-11-07,2024-11-01,P002,P002,Active
C0347,PrimeArc Digital 347,Manufacturing,Mid-Market,North,Referral,Meera Iyer,2024-11-13,2024-11-01,P001,P001,Active
C0348,PrimeArc Solutions 348,Healthcare,Large Enterprise,West,Outbound,Arjun Nair,2024-11-08,2024-11-01,P002,P002,Active
C0349,FinAxis Networks 349,Manufacturing,Large Enterprise,North,Events,Arjun Nair,2024-11-08,2024-11-01,P002,P002,Active
C0350,Zenith Services 350,Professional Services,Mid-Market,South,Outbound,Rahul Mehta,2024-11-06,2024-11-01,P001,P002,Active
C0351,SkyGrid Networks 351,Healthcare,Mid-Market,North,Outbound,Rahul Mehta,2024-11-10,2024-11-01,P001,P001,Churned
C0352,Aarav Networks 352,Professional Services,Mid-Market,West,Events,Meera Iyer,2024-11-13,2024-11-01,P001,P001,Active
C0353,PrimeArc Services 353,Healthcare,Mid-Market,North,Referral,Aditi Rao,2024-11-12,2024-11-01,P001,P001,Active
C0354,BluePeak Networks 354,IT Services,Large Enterprise,South,Events,Arjun Nair,2024-11-19,2024-11-01,P002,P002,Active
C0355,Everstone Labs 355,Financial Services,Large Enterprise,East,Partner,Meera Iyer,2024-11-08,2024-11-01,P002,P002,Active
C0356,Lumina Systems 356,Financial Services,Mid-Market,West,Referral,Aditi Rao,2024-12-11,2024-12-01,P001,P001,Active
C0357,Jupiter Consulting 357,Financial Services,Mid-Market,East,Inbound,Neha Kapoor,2024-12-05,2024-12-01,P001,P001,Active
C0358,Lumina Industries 358,Retail,Large Enterprise,South,Partner,Vikram Shah,2024-12-19,2024-12-01,P002,P002,Active
C0359,Orbit Enterprises 359,IT Services,Mid-Market,South,Referral,Meera Iyer,2024-12-07,2024-12-01,P001,P001,Active
C0360,Everstone Enterprises 360,Professional Services,Mid-Market,West,Outbound,Arjun Nair,2024-12-12,2024-12-01,P001,P001,Active
C0361,Greenline Solutions 361,Professional Services,Mid-Market,West,Events,Meera Iyer,2024-12-17,2024-12-01,P001,P001,Active
C0362,Aarav Systems 362,Retail,Large Enterprise,South,Partner,Meera Iyer,2024-12-17,2024-12-01,P002,P002,Active
C0363,Lumina Services 363,Financial Services,Mid-Market,North,Outbound,Neha Kapoor,2024-12-14,2024-12-01,P001,P001,Active
C0364,Riverbend Labs 364,Retail,Large Enterprise,East,Partner,Aditi Rao,2024-12-11,2024-12-01,P002,P002,Active
C0365,Aarav Networks 365,Financial Services,Mid-Market,Central,Referral,Meera Iyer,2024-12-20,2024-12-01,P001,P001,Active
C0366,TrueNorth Enterprises 366,IT Services,Large Enterprise,Central,Inbound,Aditi Rao,2024-12-10,2024-12-01,P002,P002,Churned
C0367,Quantara Enterprises 367,Financial Services,Mid-Market,South,Outbound,Rahul Mehta,2025-01-11,2025-01-01,P001,P001,Active
C0368,PrimeArc Networks 368,Financial Services,Mid-Market,North,Referral,Meera Iyer,2025-01-08,2025-01-01,P001,P001,Active
C0369,Greenline Industries 369,IT Services,Mid-Market,East,Outbound,Neha Kapoor,2025-01-05,2025-01-01,P001,P001,Active
C0370,Orbit Labs 370,Retail,Mid-Market,North,Inbound,Aditi Rao,2025-01-07,2025-01-01,P001,P001,Active
C0371,KiteBridge Networks 371,IT Services,Large Enterprise,North,Outbound,Arjun Nair,2025-01-17,2025-01-01,P002,P002,Active
C0372,Greenline Digital 372,Manufacturing,Large Enterprise,South,Events,Arjun Nair,2025-01-12,2025-01-01,P002,P002,Active
C0373,PrimeArc Services 373,Professional Services,Large Enterprise,South,Referral,Aditi Rao,2025-01-18,2025-01-01,P002,P002,Active
C0374,Westlake Solutions 374,IT Services,Large Enterprise,South,Outbound,Arjun Nair,2025-01-02,2025-01-01,P002,P002,Active
C0375,BluePeak Technologies 375,Retail,Mid-Market,South,Outbound,Arjun Nair,2025-01-02,2025-01-01,P001,P001,Churned
C0376,Nexora Industries 376,Manufacturing,Large Enterprise,Central,Inbound,Sara Khan,2025-01-12,2025-01-01,P002,P002,Active
C0377,Orbit Labs 377,Manufacturing,Mid-Market,North,Outbound,Arjun Nair,2025-01-09,2025-01-01,P001,P001,Churned
C0378,Aarav Technologies 378,Healthcare,Mid-Market,North,Inbound,Neha Kapoor,2025-02-09,2025-02-01,P001,P001,Active
C0379,Riverbend Networks 379,Retail,Large Enterprise,North,Outbound,Arjun Nair,2025-02-07,2025-02-01,P002,P002,Churned
C0380,Greenline Labs 380,IT Services,Large Enterprise,West,Events,Arjun Nair,2025-02-06,2025-02-01,P002,P002,Active
C0381,BluePeak Solutions 381,Financial Services,Mid-Market,East,Partner,Meera Iyer,2025-02-12,2025-02-01,P001,P001,Active
C0382,Indus Technologies 382,Manufacturing,Mid-Market,South,Outbound,Arjun Nair,2025-02-11,2025-02-01,P001,P001,Active
C0383,Cobalt Services 383,IT Services,Mid-Market,South,Partner,Aditi Rao,2025-02-11,2025-02-01,P001,P001,Active
C0384,DigiCore Consulting 384,Financial Services,Large Enterprise,East,Partner,Vikram Shah,2025-02-19,2025-02-01,P002,P002,Active
C0385,PrimeArc Technologies 385,Retail,Mid-Market,East,Inbound,Neha Kapoor,2025-02-01,2025-02-01,P001,P001,Active
C0386,UrbanStack Industries 386,Manufacturing,Large Enterprise,South,Partner,Vikram Shah,2025-02-09,2025-02-01,P002,P002,Active
C0387,Zenith Technologies 387,Professional Services,Mid-Market,West,Partner,Meera Iyer,2025-02-10,2025-02-01,P001,P001,Churned
C0388,Cobalt Solutions 388,Financial Services,Mid-Market,Central,Partner,Meera Iyer,2025-02-01,2025-02-01,P001,P001,Active
C0389,Quantara Enterprises 389,Financial Services,Large Enterprise,Central,Partner,Meera Iyer,2025-02-20,2025-02-01,P002,P002,Churned
C0390,Everstone Systems 390,Financial Services,Large Enterprise,West,Outbound,Rahul Mehta,2025-02-11,2025-02-01,P002,P002,Active
C0391,Jupiter Enterprises 391,IT Services,Large Enterprise,West,Events,Arjun Nair,2025-03-15,2025-03-01,P002,P002,Active
C0392,Everstone Consulting 392,Financial Services,Mid-Market,West,Partner,Meera Iyer,2025-03-15,2025-03-01,P001,P001,Active
C0393,Jupiter Enterprises 393,Financial Services,Mid-Market,South,Inbound,Aditi Rao,2025-03-20,2025-03-01,P001,P001,Active
C0394,BluePeak Labs 394,Financial Services,Large Enterprise,North,Partner,Vikram Shah,2025-03-19,2025-03-01,P002,P002,Active
C0395,DigiCore Solutions 395,Manufacturing,Mid-Market,East,Referral,Meera Iyer,2025-03-19,2025-03-01,P001,P001,Active
C0396,Jupiter Technologies 396,Healthcare,Large Enterprise,South,Events,Arjun Nair,2025-03-11,2025-03-01,P002,P002,Active
C0397,Jupiter Digital 397,IT Services,Mid-Market,South,Partner,Aditi Rao,2025-03-06,2025-03-01,P001,P001,Active
C0398,FinAxis Digital 398,IT Services,Large Enterprise,West,Events,Meera Iyer,2025-03-20,2025-03-01,P002,P002,Active
C0399,KiteBridge Networks 399,IT Services,Large Enterprise,Central,Partner,Vikram Shah,2025-03-16,2025-03-01,P002,P002,Active
C0400,PrimeArc Networks 400,Healthcare,Mid-Market,South,Outbound,Rahul Mehta,2025-03-01,2025-03-01,P001,P001,Active
C0401,Quantara Industries 401,Professional Services,Large Enterprise,West,Partner,Aditi Rao,2025-03-03,2025-03-01,P002,P002,Active
C0402,TrueNorth Technologies 402,Financial Services,Mid-Market,South,Inbound,Aditi Rao,2025-03-05,2025-03-01,P001,P001,Active
C0403,Greenline Networks 403,Retail,Mid-Market,East,Referral,Aditi Rao,2025-03-05,2025-03-01,P001,P001,Active
C0404,Meridian Services 404,Professional Services,Mid-Market,Central,Referral,Meera Iyer,2025-03-07,2025-03-01,P001,P001,Active
C0405,Vertex Industries 405,Professional Services,Mid-Market,West,Events,Vikram Shah,2025-03-02,2025-03-01,P001,P001,Active
C0406,Riverbend Industries 406,Manufacturing,Mid-Market,South,Outbound,Arjun Nair,2025-04-15,2025-04-01,P001,P001,Active
C0407,Indus Services 407,Financial Services,Mid-Market,North,Outbound,Neha Kapoor,2025-04-06,2025-04-01,P001,P001,Active
C0408,UrbanStack Industries 408,Healthcare,Mid-Market,Central,Outbound,Arjun Nair,2025-04-11,2025-04-01,P001,P001,Active
C0409,Greenline Digital 409,Manufacturing,Mid-Market,South,Partner,Vikram Shah,2025-04-14,2025-04-01,P001,P001,Active
C0410,Jupiter Labs 410,Professional Services,Mid-Market,South,Referral,Aditi Rao,2025-04-10,2025-04-01,P001,P001,Active
C0411,UrbanStack Technologies 411,Professional Services,Mid-Market,North,Partner,Aditi Rao,2025-04-17,2025-04-01,P001,P001,Active
C0412,Lumina Services 412,Manufacturing,Mid-Market,West,Inbound,Neha Kapoor,2025-04-04,2025-04-01,P001,P001,Active
C0413,Zenith Systems 413,IT Services,Mid-Market,South,Referral,Meera Iyer,2025-04-14,2025-04-01,P001,P001,Active
C0414,KiteBridge Technologies 414,IT Services,Large Enterprise,West,Inbound,Neha Kapoor,2025-04-19,2025-04-01,P002,P002,Active
C0415,TrueNorth Systems 415,IT Services,Mid-Market,South,Outbound,Arjun Nair,2025-04-11,2025-04-01,P001,P001,Active
C0416,SkyGrid Digital 416,IT Services,Mid-Market,North,Inbound,Sara Khan,2025-04-03,2025-04-01,P001,P001,Active
C0417,Vertex Solutions 417,Retail,Large Enterprise,North,Outbound,Neha Kapoor,2025-04-16,2025-04-01,P002,P002,Active
C0418,Westlake Consulting 418,Manufacturing,Large Enterprise,East,Outbound,Rahul Mehta,2025-04-08,2025-04-01,P002,P002,Active
C0419,FinAxis Solutions 419,IT Services,Large Enterprise,South,Outbound,Arjun Nair,2025-05-20,2025-05-01,P002,P002,Active
C0420,Zenith Enterprises 420,Healthcare,Mid-Market,West,Inbound,Sara Khan,2025-05-16,2025-05-01,P001,P001,Active
